year,wareki,month,day,text,forTransText,english,ov150words
1614,慶長19,11,,大坂冬の陣.,大坂冬の陣.,,2
1614,慶長19,11,,酒井忠勝，下総に3000石を与えられる〔寛政譜〕.,酒井忠勝，下総に3000石を与えられる,,2
1614,慶長19,,,この年忠高，江戸城普請手伝〔寛政譜〕.,この年忠高，江戸城普請手伝,,2
1615,元和1,3,11,京極氏の重臣多賀越中守，組屋宗円に北国からの着津米の処置を委任〔組屋文書〕.,京極氏の重臣多賀越中守，組屋宗円に北国からの着津米の処置を委任,,2
1615,元和1,4,11,松平忠直，伏見まで出陣するよう命じられる〔家譜〕.,松平忠直，伏見まで出陣するよう命じられる,,2
1615,元和1,4,26,米ケ浦蓮心寺敬念，門徒と共に陸奥国根岸に移住〔青森市永養山蓮心寺寺誌〕.,米ケ浦蓮心寺敬念，門徒と共に陸奥国根岸に移住,,2
1615,元和1,5,7,福井藩，大坂夏の陣で真田幸村らを破る〔家譜〕.,福井藩，大坂夏の陣で真田幸村らを破る,,2
1615,元和1,5,8,大坂夏の陣，大坂城陥落.,大坂夏の陣，大坂城陥落.,,2
1615,元和1,-6,,幕府，一国一城令を出す.これにより敦賀城と勝山城，破却.,幕府，一国一城令を出す.これにより敦賀城と勝山城，破却.,,2
1615,元和1,7,,幕府，武家諸法度・禁中並公家諸法度・諸宗諸本山法度を定める.,幕府，武家諸法度・禁中並公家諸法度・諸宗諸本山法度を定める.,,2
1615,元和1,7,,幕府，永平寺に寺院法度を発する〔永平寺文書〕.,幕府，永平寺に寺院法度を発する,,2
1615,元和1,9,21,本多富正の嫡子千菊，証人として江戸へ出立〔家譜〕.,本多富正の嫡子千菊，証人として江戸へ出立,,2
1615,元和1,,,この年敦賀の高徳寺が上棟される.,この年敦賀の高徳寺が上棟される.,,2
1616,元和2,1,16,足羽郡二上村の源内と惣百姓，山論をおこす〔加藤源内家文書〕.,足羽郡二上村の源内と惣百姓，山論をおこす,,2
1616,元和2,4,17,徳川家康死去，久能山に葬られる.,徳川家康死去，久能山に葬られる.,,2
1616,元和2,5,,福井藩，大野郡宝慶寺八ケ山家銀山の仕法を定める〔麦屋文書〕.,福井藩，大野郡宝慶寺八ケ山家銀山の仕法を定める,,2
1616,元和2,,,この年加賀藩，敦賀と大津へ年貢米の3分の1ずつを送り，残りを地払いとする〔組屋文書〕.／岩佐又兵衛，北庄に移住〔廻国道中記〕.／松平忠直，弟直政に大野郡木本で1万石を分知〔松平文庫〕.,この年加賀藩，敦賀と大津へ年貢米の3分の1ずつを送り，残りを地払いとする,,2
1617,元和3,4,,南条郡大桐村と敦賀郡大比田浦，焼畑をめぐり争う〔堀田五左衛門家文書〕.,南条郡大桐村と敦賀郡大比田浦，焼畑をめぐり争う,,2
1617,元和3,,,この年本多成重の三男重良，旗本となる（下総に3000石）〔寛政譜〕.,この年本多成重の三男重良，旗本となる（下総に3000石）,,2
1618,元和4,1,,松平忠直，足羽郡の和田八幡宮に社領100石を寄進〔稿本福井市史〕.,松平忠直，足羽郡の和田八幡宮に社領100石を寄進,,2
1618,元和4,3,,松平忠昌，信濃川中島から越後高田25万石に転封〔家譜〕.,松平忠昌，信濃川中島から越後高田25万石に転封,,2
1618,元和4,5,,福井藩，今立郡鳥羽野の葦原の開発を命じる〔家譜〕.,福井藩，今立郡鳥羽野の葦原の開発を命じる,,2
1618,元和4,,,この年松平忠直，参勤を怠る.,この年松平忠直，参勤を怠る.,,2
1619,元和5,2,8,敦賀郡の東浦13か浦，新塩年貢の減免願を出す〔中山正彌家文書〕.,敦賀郡の東浦13か浦，新塩年貢の減免願を出す,,2
1619,元和5,2,,高嶋屋伝右衛門，加賀藩領諸浦で持船5艘の間役を免除される〔小宮山文書〕.,高嶋屋伝右衛門，加賀藩領諸浦で持船5艘の間役を免除される,,2
1619,元和5,5,2,南条郡大谷浦と大比田村，山境をめぐり争う〔向山治郎右ヱ門家文書〕.,南条郡大谷浦と大比田村，山境をめぐり争う,,2
1619,元和5,12,,松平直政，上総姉崎に1万石拝領〔家譜〕.,松平直政，上総姉崎に1万石拝領,,2
1619,元和5,,,この年幕府，大坂城を直轄とする.,この年幕府，大坂城を直轄とする.,,2
1620,元和6,4,24,酒井忠勝，徳川家光の小姓となる.,酒井忠勝，徳川家光の小姓となる.,,2
1620,元和6,,,この年福井藩と小浜藩，大坂城修築役を務める〔徳川実紀など〕.,この年福井藩と小浜藩，大坂城修築役を務める,,2
1621,元和7,5,15,松平忠直，坂井郡の大湊神社に社領200石を寄進して再興.本殿，福井藩の大工石井備中によって造営される〔大湊神社文書など〕.,松平忠直，坂井郡の大湊神社に社領200石を寄進して再興.本殿，福井藩の大工石井備中によって造営される,,2
1621,元和7,,,この年打它宗貞，幕府が秋田藩に課した軍役板100枚を能代から敦賀まで運ぶ〔梅津政景日記〕.,この年打它宗貞，幕府が秋田藩に課した軍役板100枚を能代から敦賀まで運ぶ,,2
1622,元和8,,,この年諸大名のあいだで松平忠直の北庄篭城や徳川秀忠の越前出馬まで取沙汰される〔細川家記〕.,この年諸大名のあいだで松平忠直の北庄篭城や徳川秀忠の越前出馬まで取沙汰される,,2
1623,元和9,2,22,徳川秀忠，松平忠直生母を北庄に遣わし，忠直の隠居と世子光長襲封の内意を伝える〔家譜〕.,徳川秀忠，松平忠直生母を北庄に遣わし，忠直の隠居と世子光長襲封の内意を伝える,,2
1623,元和9,2,,忠直豊後に配流，子の光長が福井藩を継ぐ〔寛政譜，家譜〕.,忠直豊後に配流，子の光長が福井藩を継ぐ,,2
1623,元和9,3,15,忠直，北庄を出立，敦賀にしばらく滞在〔家譜〕.,忠直，北庄を出立，敦賀にしばらく滞在,,2
1623,元和9,6,28,酒井忠勝，徳川家光に従って上洛〔酒井家稿本〕.,酒井忠勝，徳川家光に従って上洛,,2
1623,元和9,7,27,秀忠，家光に将軍職を譲る.,秀忠，家光に将軍職を譲る.,,2
1623,元和9,7,29,福井藩年寄へ幕府から「越前国仙千代丸(光長)に仰せ付けらる」という条々が出される〔家譜〕.,福井藩年寄へ幕府から「越前国仙千代丸(光長)に仰せ付けらる」という条々が出される,,2
1623,元和9,-8,6,忠勝，幕府の命により忠直の家臣寺田木工助を監禁〔酒井家稿本〕.,忠勝，幕府の命により忠直の家臣寺田木工助を監禁,,2
1623,元和9,,,この年忠勝，家光の将軍襲職に先立って老中となる.,この年忠勝，家光の将軍襲職に先立って老中となる.,,2
1624,寛永1,4,15,幕府，松平光長を越後高田25万石に移し，松平忠昌を北庄50万5280石に封じる〔家譜〕.,幕府，松平光長を越後高田25万石に移し，松平忠昌を北庄50万5280石に封じる,,2
1624,寛永1,4,,敦賀郡，福井藩領から幕府領となる〔家譜〕.,敦賀郡，福井藩領から幕府領となる,,2
1624,寛永1,4,,遠敷郡中ノ畑村と段村，入会地について争う〔中ノ畑区有文書〕.,遠敷郡中ノ畑村と段村，入会地について争う,,2
1624,寛永1,5,18,本多成重，丸岡藩4万6300石の初代藩主となる〔寛政譜〕.,本多成重，丸岡藩4万6300石の初代藩主となる,,2
1624,寛永1,6,8,松平直政，5万石で大野へ配され，大野藩成立〔家譜〕.,松平直政，5万石で大野へ配され，大野藩成立,,2
1624,寛永1,6,8,松平直基，3万石で勝山へ配され，勝山藩成立〔家譜〕.,松平直基，3万石で勝山へ配され，勝山藩成立,,2
1624,寛永1,6,8,松平直良，2万5000石で木本へ配され，木本藩成立〔家譜〕.,松平直良，2万5000石で木本へ配され，木本藩成立,,2
1624,寛永1,6,,平泉寺玄成院が支配する白山社，200石の朱印地寄進をうける〔平泉寺文書〕.,平泉寺玄成院が支配する白山社，200石の朱印地寄進をうける,,2
1624,寛永1,7,14,敦賀郡の東浦，塩年貢の減免を願い出る〔中山正彌家文書〕.,敦賀郡の東浦，塩年貢の減免を願い出る,,2
1624,寛永1,7,19,忠昌越前入部，この時北庄を福居（のち福井）に改める〔家譜〕.,忠昌越前入部，この時北庄を福居（のち福井）に改める,,2
1624,寛永1,7,,忠昌，入国にあたり家臣に「御掟」を出す〔家譜〕.,忠昌，入国にあたり家臣に「御掟」を出す,,2
1624,寛永1,8,,忠昌，家中の武具や軍法役付などを定める〔家譜〕.,忠昌，家中の武具や軍法役付などを定める,,2
1624,寛永1,8,,福井藩，代官や検見奉行にその職務などについて定めを出す〔家譜〕.,福井藩，代官や検見奉行にその職務などについて定めを出す,,2
1624,寛永1,8,,酒井忠勝，武蔵・上総両国内に2万992石の加増をうける〔酒井家稿本〕.,酒井忠勝，武蔵・上総両国内に2万992石の加増をうける,,2
1624,寛永1,11,,福井藩，敦賀郡阿曽・杉津・横浜・大比田の各浦に対し「今庄領之御山」立入を禁止〔中山正彌家文書〕.,福井藩，敦賀郡阿曽・杉津・横浜・大比田の各浦に対し「今庄領之御山」立入を禁止,,2
1624,寛永1,12,,忠昌，伝馬定を出す〔竹内嘉右衛門家文書〕.,忠昌，伝馬定を出す,,2
1624,寛永1,,,この冬敦賀郡，小浜藩領となる〔寛政譜〕.,この冬敦賀郡，小浜藩領となる,,2
1624,寛永1,,,この年忠昌，城下に東光寺を移建.,この年忠昌，城下に東光寺を移建.,,2
1625,寛永2,2,,府中の町人町の数18，家数884軒〔浅井家文書〕.,府中の町人町の数18，家数884軒,,2
1625,寛永2,4,29,福井の魚問屋ら，南条郡河野浦と赤萩村の争いを仲裁〔中村三之丞家文書〕.,福井の魚問屋ら，南条郡河野浦と赤萩村の争いを仲裁,,2
1626,寛永3,1,,松平忠直，豊後萩原より津守村へ移る〔家譜〕.,松平忠直，豊後萩原より津守村へ移る,,2
1626,寛永3,3,11,酒井忠勝，武蔵鳴戸領・上総姉崎領内に2万石の加増をうける〔酒井家稿本〕.,酒井忠勝，武蔵鳴戸領・上総姉崎領内に2万石の加増をうける,,2
1626,寛永3,5,,松平忠昌，平泉寺賢聖院へ100石を寄進〔平泉寺文書〕.,松平忠昌，平泉寺賢聖院へ100石を寄進,,2
1626,寛永3,9,6,忠勝，徳川家光に従って参内し，後水尾天皇より太刀を賜わる〔酒井家稿本〕.,忠勝，徳川家光に従って参内し，後水尾天皇より太刀を賜わる,,2
1626,寛永3,,,この年福井藩，沖の口法度を制定〔宮川五郎右衛門家文書〕.／大野藩，寺社屋敷地を検地〔寺町名寄帳〕.／本多重看，父成重の所領の内3000石を分知される〔寛政譜〕.／本多富正，南条郡瀬戸村の木地師に木地木の伐採を許す〔伊藤助左衛門家文書〕.,この年福井藩，沖の口法度を制定,,2
1627,寛永4,11,14,酒井忠勝，家督を相続し，8万2300石を給され川越に移る〔酒井家稿本〕.,酒井忠勝，家督を相続し，8万2300石を給され川越に移る,,2
1627,寛永4,,,この年九頭竜川の氾濫原を開発して北野新田が成立〔家譜〕.／敦賀で売買両問屋がすでに成立している〔寛文雑記〕.／劒社本殿建立.,この年九頭竜川の氾濫原を開発して北野新田が成立,,2
1628,寛永5,2,10,京極忠高，組中村むらに百姓を1人も「走らせ」ないことなどを命じる〔清水三郎右衛門家文書〕.,京極忠高，組中村むらに百姓を1人も「走らせ」ないことなどを命じる,,2
1628,寛永5,2,,敦賀郡大比田浦の百姓，刀・脇差で南条郡大谷浦人と争う〔向山治郎右ヱ門家文書〕.,敦賀郡大比田浦の百姓，刀・脇差で南条郡大谷浦人と争う,,2
1628,寛永5,9,1,松平直政，劒社へ改出分21石3斗2升5合を寄進〔劒神社文書〕.,松平直政，劒社へ改出分21石3斗2升5合を寄進,,2
1628,寛永5,12,27,松平忠昌，東照社を勧請〔家譜〕.,松平忠昌，東照社を勧請,,2
1628,寛永5,,,この年福井藩，江戸城石垣造営役を務める〔家譜〕.／今立郡五箇の三田村和泉吉家，大御所徳川秀忠・将軍家光に謁する〔三田村士郎家文書〕.,この年福井藩，江戸城石垣造営役を務める,,2
1629,寛永6,1,28,福井藩，山伏に御城火伏の祈祷を行わせる〔家譜〕.,福井藩，山伏に御城火伏の祈祷を行わせる,,2
1629,寛永6,6,17,松平忠昌，福井の東照社に300石寄進〔家譜〕.,松平忠昌，福井の東照社に300石寄進,,2
1630,寛永7,3,,松平直基，平泉寺賢聖院へ30石寄進〔平泉寺文書〕.,松平直基，平泉寺賢聖院へ30石寄進,,2
1630,寛永7,8,5,福井藩，宗門改を行い，家中の諸士・百姓から手形を提出させる〔家譜〕.,福井藩，宗門改を行い，家中の諸士・百姓から手形を提出させる,,2
1630,寛永7,,,この年福井藩の五人組制度，1632年の間に定められる.／大野郡皿谷村，夏成綿737匁を大野藩に納める〔松浦平六家文書〕.,この年福井藩の五人組制度，1632年の間に定められる.／大野郡皿谷村，夏成綿737匁を大野藩に納める,,2
1631,寛永8,3,26,京極忠高，小浜の田中有嘉と桑村二郎兵衛に家屋敷と船諸役を免許〔長井健一家文書，桑村文書〕.,京極忠高，小浜の田中有嘉と桑村二郎兵衛に家屋敷と船諸役を免許,,2
1631,寛永8,3,26,忠高，小浜の河舟九右衛門に家屋敷と諸役免許状を交付〔熊川区有文書〕.,忠高，小浜の河舟九右衛門に家屋敷と諸役免許状を交付,,2
1631,寛永8,8,,土井利房，利勝の四男として生まれる〔土井家文書〕.,土井利房，利勝の四男として生まれる,,2
1631,寛永8,,,この頃大野郡の堂島金山衰退〔伊藤三郎左衛門家文書〕.／今立郡五箇，紙草を粟田部・府中の市で買い入れる〔三田村士郎家文書〕.,この頃大野郡の堂島金山衰退,,2
1632,寛永9,3,,南条郡今泉浦の「今泉浦五人与之覚」に福井藩の五人組の記載がある〔西野次郎兵衛家文書〕.,南条郡今泉浦の「今泉浦五人与之覚」に福井藩の五人組の記載がある,,2
1632,寛永9,9,19,酒井忠勝，武蔵吉見領内に2万石の加増をうける〔酒井家稿本〕.,酒井忠勝，武蔵吉見領内に2万石の加増をうける,,2
1632,寛永9,12,12,丹生郡糠浦の孫兵衛，米ノ浦人からそり子舟を抵当に借銀〔玉村文書〕.,丹生郡糠浦の孫兵衛，米ノ浦人からそり子舟を抵当に借銀,,2
1632,寛永9,,,この年九頭竜川河口に潅頂寺刎枠が造られる〔久末重松家文書〕.,この年九頭竜川河口に潅頂寺刎枠が造られる,,2
1633,寛永10,1,23,敦賀西浦の百姓，新課役の免除を願い出る〔色浜区有文書，山本宗右衛門家文書〕.,敦賀西浦の百姓，新課役の免除を願い出る,,2
1633,寛永10,3,,敦賀郡沓浦の百姓と庄屋，争論をおこす〔山本宗右衛門家文書〕.,敦賀郡沓浦の百姓と庄屋，争論をおこす,,2
1633,寛永10,4,22,松平直政，大野から信濃松本7万石に転封.その跡を丸岡藩が預かる〔家譜，花倉家文書〕.,松平直政，大野から信濃松本7万石に転封.その跡を丸岡藩が預かる,,2
1633,寛永10,11,16,福井藩，欠落に対する過料銀を定める〔家譜〕.,福井藩，欠落に対する過料銀を定める,,2
1633,寛永10,,,この年幕府巡見使，越前・若狭を訪れる〔敦賀市史〕.,この年幕府巡見使，越前・若狭を訪れる,,2
1634,寛永11,7,15,京極忠高，小浜の常高寺に近江蒲生郡長田村の内110石を寄進〔常高寺文書〕.,京極忠高，小浜の常高寺に近江蒲生郡長田村の内110石を寄進,,2
1634,寛永11,-7,6,忠高，出雲松江に移封，その跡へ酒井忠勝が入る〔江戸幕府日記〕.,忠高，出雲松江に移封，その跡へ酒井忠勝が入る,,2
1634,寛永11,8,4,松平忠昌，将軍徳川家光に伴って上洛し50万5280石の領知判物を賜る〔家譜〕.,松平忠昌，将軍徳川家光に伴って上洛し50万5280石の領知判物を賜る,,2
1634,寛永11,8,12,幕府，小浜城の石垣・塀などの破損修復と堀の砂さらえを許可〔酒井家文書〕.,幕府，小浜城の石垣・塀などの破損修復と堀の砂さらえを許可,,2
1634,寛永11,8,19,忠勝，若狭へ入部〔酒井家文書〕.,忠勝，若狭へ入部,,2
1634,寛永11,8,26,忠勝，「家中法度之覚」を出す〔酒井家稿本〕.,忠勝，「家中法度之覚」を出す,,2
1634,寛永11,8,,忠昌，禁中に米2700俵と綿1200把を献上〔国事叢記〕.,忠昌，禁中に米2700俵と綿1200把を献上,,2
1634,寛永11,11,3,小浜藩，「国中郷組相立候条々」を制定，同時にキリシタンを禁制〔荒木新輔家文書〕.,小浜藩，「国中郷組相立候条々」を制定，同時にキリシタンを禁制,,2
1634,寛永11,11,14,忠勝，京都屋敷の留守居に15か条の条目を出す〔酒井忠勝書下〕.,忠勝，京都屋敷の留守居に15か条の条目を出す,,2
1634,寛永11,11,15,忠勝，敦賀町奉行に15か条の条目を出す〔酒井忠勝書下〕.,忠勝，敦賀町奉行に15か条の条目を出す,,2
1634,寛永11,11,16,青蓮院尊純法親王，忠勝に気比社の保護を依頼〔気比神宮文書〕.,青蓮院尊純法親王，忠勝に気比社の保護を依頼,,2
1634,寛永11,11,18,忠勝，小浜町奉行に12か条の条目を出す〔酒井忠勝書下〕.,忠勝，小浜町奉行に12か条の条目を出す,,2
1634,寛永11,11,18,忠勝，国元の年寄衆に15か条の条目を出す〔旧藩秘録〕.,忠勝，国元の年寄衆に15か条の条目を出す,,2
1634,寛永11,12,,忠勝，幸福太夫のせがれの舞修得に便宜を与えようとする〔酒井忠勝書下〕.,忠勝，幸福太夫のせがれの舞修得に便宜を与えようとする,,2
1634,寛永11,,,この年福井藩，南条郡二ツ屋村に口留番所を設置〔家譜〕.／小浜藩，敦賀の笙ノ川西岸に町立てをし，茶商人を住まわせる〔指掌録〕.／伊勢専修寺と丹生郡の畠中専修寺，本寺をめぐり争う.／南条郡島村で鰐口や梵鐘が鋳造される〔日野神社鰐口銘〕.,この年福井藩，南条郡二ツ屋村に口留番所を設置,,2
1635,寛永12,1,11,松平直基，勝山町大蓮寺へ勝山河原の新開地20石を寄進〔大蓮寺文書〕.,松平直基，勝山町大蓮寺へ勝山河原の新開地20石を寄進,,2
1635,寛永12,1,13,直基，勝山町神明社別当興福寺へ37石1斗を寄進〔國泰寺文書〕.,直基，勝山町神明社別当興福寺へ37石1斗を寄進,,2
1635,寛永12,2,11,小浜城天守の普請，幕府から許される〔酒井家稿本〕.,小浜城天守の普請，幕府から許される,,2
1635,寛永12,5,16,酒井忠勝，日光東照宮奉納の鷹の絵の吟味を指示〔酒井忠勝書下〕.,酒井忠勝，日光東照宮奉納の鷹の絵の吟味を指示,,2
1635,寛永12,6,,将軍徳川家光，武家諸法度を公布し，外様大名に参勤交代を命じる(1642年に譜代大名も加えられる).,将軍徳川家光，武家諸法度を公布し，外様大名に参勤交代を命じる(1642年に譜代大名も加えられる).,,2
1635,寛永12,8,1,直基，大野に入封〔家譜〕.,直基，大野に入封,,2
1635,寛永12,8,1,松平直良，勝山へ移封.その際木本領から高5000石を加増〔家譜〕.,松平直良，勝山へ移封.その際木本領から高5000石を加増,,2
1635,寛永12,8,3,安宅丸船中で猿楽とともに祝儀として幸若舞が行われる〔徳川実紀〕.,安宅丸船中で猿楽とともに祝儀として幸若舞が行われる,,2
1635,寛永12,8,,忠勝，耳川の水利を修する〔酒井家稿本〕.,忠勝，耳川の水利を修する,,2
1635,寛永12,9,7,忠勝，国元の家老に五人組制とキリシタン改を指示〔酒井忠勝書下〕.,忠勝，国元の家老に五人組制とキリシタン改を指示,,2
1635,寛永12,10,13,中井正純，小浜城の棟上げを指揮.,中井正純，小浜城の棟上げを指揮.,,2
1635,寛永12,11,3,伊勢・越前両専修寺の本寺争い，越前側敗訴〔法雲寺文書〕.,伊勢・越前両専修寺の本寺争い，越前側敗訴,,2
1635,寛永12,11,11,敦賀郡大比田浦で宗門改実施，戸主全員が請状を提出〔中山正彌家文書〕.,敦賀郡大比田浦で宗門改実施，戸主全員が請状を提出,,2
1635,寛永12,12,,直基，平泉寺へ繋馬を描いた絵馬を奉納.,直基，平泉寺へ繋馬を描いた絵馬を奉納.,,2
1635,寛永12,,,この春福井藩，浅草御門普請手伝を務める〔家譜〕.,この春福井藩，浅草御門普請手伝を務める,,2
1635,寛永12,,,この年三方郡世久見浦，枝村の食見と出入〔渡辺市左衛門家文書〕.／福井藩，大野郡木本領のうち2万石を預かる〔家譜〕.／敦賀の鋳物師，滋賀県マキノ町願慶寺の梵鐘を鋳造〔敦賀市史〕.,この年三方郡世久見浦，枝村の食見と出入,,2
1636,寛永13,4,17,酒井忠勝，鷹の絵の扁額と屏風を日光東照宮へ奉納〔酒井家稿本〕.,酒井忠勝，鷹の絵の扁額と屏風を日光東照宮へ奉納,,2
1636,寛永13,10,17,小浜城天守閣の造営完了〔酒井家稿本〕.,小浜城天守閣の造営完了,,2
1636,寛永13,,,この年福井藩，江戸城惣郭造営役を務める〔徳川実紀など〕.／小浜の八幡小路に市の塔を移す〔拾椎雑話〕.,この年福井藩，江戸城惣郭造営役を務める,,2
1637,寛永14,2,,丹生郡米ノ浦の小百姓と庄屋，田畑の割方などについて争う〔玉村文書〕.,丹生郡米ノ浦の小百姓と庄屋，田畑の割方などについて争う,,2
1637,寛永14,3,,福井藩，預所であった旧木本領2万石を加増され52万5280石となる〔家譜〕.,福井藩，預所であった旧木本領2万石を加増され52万5280石となる,,2
1637,寛永14,3,,酒井忠勝，遠敷郡羽賀寺の仁王門を再建〔酒井家稿本〕.,酒井忠勝，遠敷郡羽賀寺の仁王門を再建,,2
1637,寛永14,8,,遠敷郡本保村の小百姓，庄屋を訴える〔清水三郎左衛門家文書〕.,遠敷郡本保村の小百姓，庄屋を訴える,,2
1637,寛永14,10,,天草・島原の一揆おこる.,天草・島原の一揆おこる.,,2
1637,寛永14,,,この年松平忠昌，島原の乱に藩士を陣中見舞いに派遣〔家譜〕.／岩佐又兵衛，将軍家御用により出府.／福井藩，廻米のため領内惣浦方の漁船に城米を積むように命じる〔三国町史〕.,この年松平忠昌，島原の乱に藩士を陣中見舞いに派遣,,2
1638,寛永15,2,11,松平直政，松本から出雲18万6000石へ転封〔家譜〕.,松平直政，松本から出雲18万6000石へ転封,,2
1638,寛永15,2,15,徳川家光，小浜の常高寺に近江蒲生郡長田村の内300石を寄進〔常高寺文書〕.,徳川家光，小浜の常高寺に近江蒲生郡長田村の内300石を寄進,,2
1638,寛永15,11,7,酒井忠勝，大老就任〔酒井家稿本〕.,酒井忠勝，大老就任,,2
1638,寛永15,,,この年小浜八幡宮の祇園会祭礼で練物が認められる〔拾椎雑話〕.／松平忠昌，狩野了之を京都で召し抱える〔松平文庫〕.／今立郡大本村の畑を周辺の木地師が請作〔田中作右衛門家文書〕.,この年小浜八幡宮の祇園会祭礼で練物が認められる,,2
1639,寛永16,7,,幕府，ポルトガル船の来航を禁止.,幕府，ポルトガル船の来航を禁止.,,2
1640,寛永17,5,,加賀の船主，秋田米550俵のうち500俵を敦賀の美濃屋に届ける〔橋詰久幸家文書〕.,加賀の船主，秋田米550俵のうち500俵を敦賀の美濃屋に届ける,,2
1640,寛永17,9,14,小笠原貞信，下総関宿藩を継ぎ，まもなく美濃高須に転封〔寛政譜〕.,小笠原貞信，下総関宿藩を継ぎ，まもなく美濃高須に転封,,2
1640,寛永17,11,11,高嶋屋伝右衛門，敦賀三日市町の加賀藩蔵屋敷を預かる〔小宮山文書〕.,高嶋屋伝右衛門，敦賀三日市町の加賀藩蔵屋敷を預かる,,2
1640,寛永17,,,この年小浜の西津漁師町で火事.この後，小浜藩，城下西津漁師町と侍屋敷の間に火除地を設ける〔酒井忠勝書下〕.／小浜藩，家中に馬扶持を与える〔小浜市史〕.／小浜のはかせの舟主2人，新式の舟持48人〔拾椎雑話〕.／小浜町の家数1728・人口9712人，家職数86・その人数2208人〔拾椎雑話〕.,この年小浜の西津漁師町で火事.この後，小浜藩，城下西津漁師町と侍屋敷の間に火除地を設ける,,2
1641,寛永18,3,14,三方郡気山村内の山境争論，山奉行の裁許で和議〔酒井家稿本〕.,三方郡気山村内の山境争論，山奉行の裁許で和議,,2
1641,寛永18,10,19,三方郡丹生浦と竹波村，漁業権をめぐり争う〔丹生区有文書〕.,三方郡丹生浦と竹波村，漁業権をめぐり争う,,2
1642,寛永19,1,11,三方郡久々子村と気山村，気山川の漁撈をめぐり争う〔酒井家稿本〕.,三方郡久々子村と気山村，気山川の漁撈をめぐり争う,,2
1642,寛永19,1,13,勝山藩，福井の豪商金屋七兵衛から銀5貫目を借用〔金屋慶治家文書〕.,勝山藩，福井の豪商金屋七兵衛から銀5貫目を借用,,2
1642,寛永19,3,,酒井忠勝，国元に飢饉への仕置を命じる〔酒井忠勝書下〕.,酒井忠勝，国元に飢饉への仕置を命じる,,2
1642,寛永19,5,,忠勝，町場での酒・豆腐などの製造を禁じる〔酒井忠勝書下〕.,忠勝，町場での酒・豆腐などの製造を禁じる,,2
1642,寛永19,5,,幕府，譜代大名に参勤交代を命じる.,幕府，譜代大名に参勤交代を命じる.,,2
1642,寛永19,6,20,小浜藩，「気山川之瀬替」え工事を行う〔熊谷平兵衛家文書〕.,小浜藩，「気山川之瀬替」え工事を行う,,2
1642,寛永19,6,,幕府，倹約や五穀の節約などについて法度を出す〔御触書寛保集成〕.,幕府，倹約や五穀の節約などについて法度を出す,,2
1642,寛永19,8,3,忠勝，気比社の祭礼を見物〔酒井家稿本〕.,忠勝，気比社の祭礼を見物,,2
1642,寛永19,8,,忠勝，草臥者に扶持を与え城の堀の砂をとらせる〔酒井忠勝在国日記〕.,忠勝，草臥者に扶持を与え城の堀の砂をとらせる,,2
1642,寛永19,-9,4,忠勝，申楽の倉太夫一座に物を与える〔酒井忠勝在国日記〕.,忠勝，申楽の倉太夫一座に物を与える,,2
1642,寛永19,-9,13,小浜町人，「おり米」代金の納入期限延期と米価引下げを求めて八幡宮に集まる〔酒井忠勝在国日記〕.,小浜町人，「おり米」代金の納入期限延期と米価引下げを求めて八幡宮に集まる,,2
1642,寛永19,11,5,小浜藩，おり米騒動の首謀者を牢に入れる〔酒井忠勝在国日記〕.,小浜藩，おり米騒動の首謀者を牢に入れる,,2
1642,寛永19,12,5,小浜藩，直訴した庄屋らに篭舎を申しつける〔酒井忠勝在国日記〕.,小浜藩，直訴した庄屋らに篭舎を申しつける,,2
1642,寛永19,12,15,小林権大夫正吉，武蔵に400石を知行〔寛政譜〕.,小林権大夫正吉，武蔵に400石を知行,,2
1642,寛永19,12,24,忠勝，飢人に夫食を与え，他国からの飢人の流入防止を命じる〔酒井忠勝書下〕.,忠勝，飢人に夫食を与え，他国からの飢人の流入防止を命じる,,2
1642,寛永19,12,30,小浜藩の未進米，6万俵にのぼる〔酒井忠勝書下〕.,小浜藩の未進米，6万俵にのぼる,,2
1642,寛永19,12,,忠勝，翌年の種貸と夫食貸を指示〔酒井忠勝書下〕.,忠勝，翌年の種貸と夫食貸を指示,,2
1642,寛永19,12,,敦賀で大火〔酒井忠勝書下〕.,敦賀で大火,,2
1643,寛永20,1,,酒井忠勝，「かゆの調合之書付」を国元へ送る〔酒井忠勝書下〕.,酒井忠勝，「かゆの調合之書付」を国元へ送る,,2
1643,寛永20,1,,小浜藩領内に飢死者が発生〔酒井忠勝書下〕.,小浜藩領内に飢死者が発生,,2
1643,寛永20,2,8,小浜で施粥が始まる〔酒井忠勝書下〕.,小浜で施粥が始まる,,2
1643,寛永20,2,,忠勝，飢人に2合扶持を与え井堤の普請を指示〔酒井忠勝書下〕.,忠勝，飢人に2合扶持を与え井堤の普請を指示,,2
1643,寛永20,2,,忠勝，郷中への種貸を多めにするよう指示〔酒井忠勝書下〕.,忠勝，郷中への種貸を多めにするよう指示,,2
1643,寛永20,3,,幕府，田畑永代売を禁止.,幕府，田畑永代売を禁止.,,2
1643,寛永20,5,,敦賀の両浜漁師町，新法の鰯網をたて今浜と争う〔西野四郎太夫家文書〕.,敦賀の両浜漁師町，新法の鰯網をたて今浜と争う,,2
1643,寛永20,6,,福井藩，三国湊と滝谷出村との境に口留番所を置く〔家譜〕.,福井藩，三国湊と滝谷出村との境に口留番所を置く,,2
